alcoholPercentage,assortmentText,bottleText,categoryLevel1,categoryLevel2,categoryLevel3,country,customCategoryTitle,ethicalLabel,grapes,isClimateSmartPackaging,isCompletelyOutOfStock,isDiscontinued,isEthical,isKosher,isManufacturingCountry,isOrganic,isSustainableChoice,isTemporaryOutOfStock,originLevel1,originLevel2,packagingLevel1,price,producerName,productId,productNameBold,productNameThin,productNumber,productNumberShort,restrictedParcelQuantity,sugarContent,sugarContentGramPer100ml,supplierName,taste,tasteClockBitter,tasteClockBody,tasteClockCasque,tasteClockFruitacid,tasteClockGroupBitter,tasteClockGroupSmokiness,tasteClockRoughness,tasteClockSmokiness,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volume,volumeText,full_name
15.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,199.0,Cantina Valpolicella Negrar,1008061,Castelmare,Amarone della Valpolicella Classico,7570701,75707,0,10,1.0,Carovin AB,"Kryddig, nyanserad smak med inslag av mörka körsbär, choklad, kryddnejlika,  romrussin, nötter och vanilj.",0,10,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Nöt', 'Ost', 'Vilt']",2020,750,750 ml,Cantina Valpolicella Negrar Castelmare Amarone della Valpolicella Classico 2020
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,119.0,Cantina Valpolicella Negrar,3914910,Castelmare,Valpolicella Ripasso,7563001,75630,0,8,0.8,Carovin AB,"Kryddig smak med inslag av fat, mörka körsbär, mörk choklad, skogshallon, kryddnejlika och vanilj.",0,8,4,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2021,750,750 ml,Cantina Valpolicella Negrar Castelmare Valpolicella Ripasso 2021
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,119.0,Winepartners Nordic AB,23475463,Castelmondo,Valpolicella Ripasso Superiore,7318601,73186,0,7,0.7,Winepartners Nordic AB,"Kryddig smak med inslag av fat, körsbär, svartpeppar, russin och vanilj.",0,7,4,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2019,750,750 ml,Winepartners Nordic AB Castelmondo Valpolicella Ripasso Superiore 2019
13.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,95.0,Fields Wine Company AB,24522040,Casteloro,Valpolicella,7776801,77768,0,7,0.7,Fields Wine Company AB,"Kryddig, fruktig smak med inslag av fat, körsbär, jordgubbar, kanel, choklad och salvia.",0,7,4,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Grönsaker', 'Lamm', 'Nöt']",2022,750,750 ml,Fields Wine Company AB Casteloro Valpolicella 2022
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,True,False,False,Venetien,Valpolicella,Glasflaska,149.0,Fields Wine Company AB,24613483,Casteloro,Valpolicella Ripasso Organic,5256801,52568,0,8,0.8,Fields Wine Company AB,"Nyanserad, kryddig smak med liten sötma, inslag av fat, torkade körsbär, kakao, mogna jordgubbar, pomerans, örter och vanilj.",0,8,8,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Ost']",2021,750,750 ml,Fields Wine Company AB Casteloro Valpolicella Ripasso Organic 2021
13.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,False,False,False,Venetien,Valpolicella,Glasflaska,109.0,Fields Wine Company AB,12413597,Casteloro,Valpolicella Ripasso Superiore,7349801,73498,0,7,0.7,Fields Wine Company AB,"Kryddig smak med fatkaraktär, inslag av mörka körsbär, choklad, plommon, örter och vanilj.",0,8,8,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2021,750,750 ml,Fields Wine Company AB Casteloro Valpolicella Ripasso Superiore 2021
13.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Italien,"Rött vin, Fruktigt & Smakrikt",,['Sangiovese'],False,False,False,False,False,False,True,False,False,Toscana,Chianti,Glasflaska,109.0,Ricasoli,616786,Chianti,del Barone Ricasoli,270001,2700,0,2,0.0,Lively Wines Sweden AB,"Fruktig smak med inslag av fat, körsbär, salvia, skogshallon, kanel och vanilj.",0,7,4,10,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Buffémat', 'Fläsk', 'Grönsaker', 'Lamm']",2022,750,750 ml,Ricasoli Chianti del Barone Ricasoli 2022
14.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,"['Counoise', 'Mourvèdre', 'Grenache', 'Syrah']",False,False,False,False,False,False,False,False,False,Rhonedalen,Côtes du Rhône,Glasflaska,139.0,Château Courac,18221342,Château Courac,Côtes du Rhône Villages Laudun,200701,2007,0,2,0.0,Carovin AB,"Nyanserad, kryddig smak med inslag av fat, björnbär, lagerblad, katrinplommon, lakrits, charkuterier, lagerblad och vitpeppar.",0,9,4,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2020,750,750 ml,Château Courac Château Courac Côtes du Rhône Villages Laudun 2020
14.0,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Frankrike,"Rött vin, Stramt & Nyanserat",,"['Merlot', 'Cabernet franc']",False,False,False,False,False,False,False,False,False,Bordeaux,Pomerol,Glasflaska,699.0,Château La Grave à Pomerol,21604,Château La Grave à Pomerol,Trigant de Boisset,7344501,73445,0,2,0.0,Hjo Grosshandel AB,"Komplex, balanserad, utvecklad smak med rostad fatkaraktär, inslag av korinter, svarta vinbär, tobak, plommon, kaffe, ceder, kakao och vanilj.",0,9,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2017,750,750 ml,Château La Grave à Pomerol Château La Grave à Pomerol Trigant de Boisset 2017
15.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,"['Cinsault', 'Muscardin', 'Grenache', 'Syrah', 'Mourvèdre']",False,False,False,False,False,False,False,False,False,Rhonedalen,Châteauneuf-du-Pape,Glasflaska,349.0,Château Mont-Redon,8399,Château Mont-Redon,Châteauneuf-du-Pape,281101,2811,0,2,0.0,Ward Wines AB,"Kryddig, nyanserad smak med inslag av fat, björnbär, plommon, lagerblad, körsbär, sandelträ, svartpeppar, viol och lakrits.",0,8,4,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2021,750,750 ml,Château Mont-Redon Château Mont-Redon Châteauneuf-du-Pape 2021
14.0,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Frankrike,"Rött vin, Stramt & Nyanserat",,['Merlot'],False,False,False,False,False,False,True,False,False,Bordeaux,Blaye Côtes de Bordeaux,Glasflaska,169.0,Icon Wines,16757940,Château Morillon,Cuvée Jardin Royal Organic,7472901,74729,0,2,0.0,The Wine Team Global AB,"Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, kakao, ceder, plommon, kaffe, örter och vanilj.",0,9,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2021,750,750 ml,Icon Wines Château Morillon Cuvée Jardin Royal Organic 2021
13.0,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Frankrike,"Rött vin, Stramt & Nyanserat",,"['Merlot', 'Cabernet sauvignon', 'Petit verdot']",False,False,False,False,False,False,False,False,False,Bordeaux,Médoc,Glasflaska,164.0,EARL de Montignac,24424403,Château Pierre de Montignac,Médoc Cru Bourgeois Supérieur,259301,2593,0,2,0.0,The Wine Team Global AB,"Nyanserad, fruktig smak med tydlig rostad fatkaraktär, inslag av svarta vinbär, plommon, kakao, korinter, ceder, kaffe och vanilj.",0,9,10,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2020,750,750 ml,EARL de Montignac Château Pierre de Montignac Médoc Cru Bourgeois Supérieur 2020
13.5,Fast sortiment,Flaska,Vin,Rött vin,Stramt & Nyanserat,Frankrike,"Rött vin, Stramt & Nyanserat",,"['Merlot', 'Malbec', 'Cabernet sauvignon', 'Cabernet franc']",False,False,False,False,False,False,False,False,False,Bordeaux,Bordeaux Supérieur,Glasflaska,145.0,Château de Seguin,1091957,Château Quinsac,Bordeaux Supérieur,360101,3601,0,2,0.0,Morningstar Brands AB,"Nyanserad, något utvecklad smak med rostad fatkaraktär, inslag av svarta vinbär, ceder, plommon, kaffe, korinter och mörk choklad.",0,9,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2018,750,750 ml,Château de Seguin Château Quinsac Bordeaux Supérieur 2018
15.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,[],False,False,False,False,False,False,True,False,False,Rhonedalen,Châteauneuf-du-Pape,Glasflaska,339.0,Alain Jaume,963317,Châteauneuf-du-Pape,Domaine Grand Veneur,284501,2845,0,2,0.0,Hermansson & Co AB,"Nyanserad, kryddig, balanserad smak med inslag av fat, björnbär, lagerblad, plommon, svartpeppar, skogshallon, choklad och viol. ",0,10,4,10,,,10,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2021,750,750 ml,Alain Jaume Châteauneuf-du-Pape Domaine Grand Veneur 2021
14.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,"['Grenache', 'Mourvèdre', 'Syrah', 'Cinsault']",False,False,False,False,False,False,False,False,False,Rhonedalen,Châteauneuf-du-Pape,Glasflaska,399.0,André Brunel,726261,Châteauneuf-du-Pape Les Cailloux,Domaine André Brunel,7912101,79121,0,2,0.0,Tryffelsvinet AB,"Nyanserad, kryddig smak med inslag av fat, jordgubbar, rosmarin, skogshallon, svartpeppar, muskot, plommon och pomerans.",0,9,4,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2020,750,750 ml,André Brunel Châteauneuf-du-Pape Les Cailloux Domaine André Brunel 2020
13.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Chile,"Rött vin, Fruktigt & Smakrikt",,"['Cabernet sauvignon', 'Carmenère', 'Syrah']",False,False,False,False,False,False,True,False,False,Valle Central,Rapel,Glasflaska,99.0,Viña Cono Sur,537258,Cono Sur,Cabernet Sauvignon Carmenere Syrah Organic,658601,6586,0,2,0.0,VCT Sweden AB,"Fruktig smak med fatkaraktär, inslag av svarta vinbär, blåbär, choklad, kryddor och vanilj.",0,8,8,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2021,750,750 ml,Viña Cono Sur Cono Sur Cabernet Sauvignon Carmenere Syrah Organic 2021
13.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Italien,"Rött vin, Fruktigt & Smakrikt",,"[""Nero d'avola"", 'Merlot']",False,False,False,False,False,False,True,False,False,Sicilien,Noto,Glasflaska,161.0,Aziende Agricole Planeta s.s.,36798070,Controdanza,Planeta,201001,2010,0,2,0.0,Philipson Söderberg AB,"Fruktig smak med fatkaraktär, inslag av körsbär, plommon, rökig mineral, örter, choklad och vanilj.",0,8,8,10,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Grönsaker', 'Lamm', 'Nöt']",2022,750,750 ml,Aziende Agricole Planeta s.s. Controdanza Planeta 2022
14.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Italien,"Rött vin, Fruktigt & Smakrikt",,['Montepulciano'],False,False,False,False,False,False,True,False,False,Abruzzerna,Montepulciano d'Abruzzo,Glasflaska,129.0,Soc Coop Ag Olearia Vinicola Orsogna,19450781,Coste di moro,Lunaria Montepulciano d`Abruzzo,7823001,78230,0,12,1.2,Urban Wines AB,"Mycket fruktig smak med liten sötma, inslag av fat, björnbär, choklad, russin, plommon och vanilj.",0,9,4,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2019,750,750 ml,Soc Coop Ag Olearia Vinicola Orsogna Coste di moro Lunaria Montepulciano d`Abruzzo 2019
13.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,['Pinot noir'],False,False,False,False,False,False,False,False,False,Bourgogne,,Glasflaska,239.0,Louis Jadot,48209,Couvent des Jacobins,Bourgogne Rouge,528301,5283,0,2,0.0,Wine Affair Scandinavia AB,"Kryddig smak med inslag av fat, jordgubbar, sandelträ, hallon, kanel och örter.",0,5,4,10,,,5,0,0,"[{'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Buffémat', 'Fläsk', 'Fågel', 'Grönsaker']",2022,750,750 ml,Louis Jadot Couvent des Jacobins Bourgogne Rouge 2022
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Australien,"Rött vin, Fruktigt & Smakrikt",,['Shiraz'],False,False,False,False,False,False,False,False,False,South Australia,Adelaide,Glasflaska,135.0,Dandelion Vineyards,503391,Dandelion Vineyards,Lionheart of the Barossa Shiraz,212901,2129,0,2,0.0,Tryffelsvinet AB,"Smakrikt, mycket fruktigt vin med rostad fatkaraktär, inslag av björnbär, svartpeppar, plommon, mörk choklad, mynta, kaffe och vanilj.",0,10,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2021,750,750 ml,Dandelion Vineyards Dandelion Vineyards Lionheart of the Barossa Shiraz 2021
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,USA,"Rött vin, Fruktigt & Smakrikt",,['Zinfandel'],False,False,False,False,False,False,False,False,False,Kalifornien,,Glasflaska,111.0,Dark Horse,1142003,Dark Horse,Zinfandel,464501,4645,0,5,0.5,Spendrups Bryggeri AB,"Generöst fruktig smak med inslag av fat, blåbärssylt, björnbär, mynta, choklad, vanilj och sötlakrits.",0,8,4,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2021,750,750 ml,Dark Horse Dark Horse Zinfandel 2021
14.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,"['Syrah', 'Grenache']",False,False,False,False,False,False,False,False,False,Rhonedalen,Côtes du Rhône,Glasflaska,139.0,Delas,541765,Delas Saint-Esprit,Côtes-du-Rhône,7183201,71832,0,2,0.0,Ward Wines AB,"Nyanserad, kryddig smak med inslag av fat, björnbär, lagerblad, plommon, hallon, lakrits och svartpeppar.",0,9,4,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2022,750,750 ml,Delas Delas Saint-Esprit Côtes-du-Rhône 2022
13.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Frankrike,"Rött vin, Fruktigt & Smakrikt",,['Merlot'],False,False,False,False,False,False,False,False,False,Languedoc-Roussillon,VdP d'Oc,Glasflaska,89.0,Domaine Lalande,39999,Domaine Lalande Réserve,Merlot,2229901,22299,0,5,0.5,Domaine Wines Sweden AB,"Fruktig smak med inslag av fat, svarta vinbär, choklad, korinter, örter och vanilj.",0,7,4,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Lamm']",2022,750,750 ml,Domaine Lalande Domaine Lalande Réserve Merlot 2022
14.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,"['Grenache', 'Syrah', 'Mourvèdre']",False,False,False,False,False,False,True,False,False,Rhonedalen,Côtes du Rhône,Glasflaska,159.0,Domaine des Pasquiers,1033384,Domaine des Pasquiers,Plan de Dieu,229801,2298,0,2,0.0,People Wine AB,"Nyanserad, kryddig smak med inslag av björnbär, viol, plommon, svartpeppar, lagerblad, skogshallon, blåbär och charkuterier.
",0,9,1,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2021,750,750 ml,Domaine des Pasquiers Domaine des Pasquiers Plan de Dieu 2021
15.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,"['Grenache', 'Syrah', 'Mourvèdre']",False,False,False,False,False,False,False,False,False,Rhonedalen,Gigondas,Glasflaska,229.0,Domaine du Pesquier,507852,Domaine du Pesquier,Gigondas,283601,2836,0,2,0.0,Vinia Sweden AB,"Nyanserad, kryddig smak med fatkaraktär, inslag av skogshallon, lagerblad, björnbär, svartpeppar, charkuterier, choklad och sandelträ.",0,9,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2021,750,750 ml,Domaine du Pesquier Domaine du Pesquier Gigondas 2021
15.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",,"['Cinsault', 'Mourvèdre', 'Counoise', 'Grenache', 'Syrah']",False,False,False,False,False,False,False,False,False,Rhonedalen,Châteauneuf-du-Pape,Glasflaska,285.0,Domaine du Vieux Lazaret,19388,Domaine du Vieux Lazaret,Châteauneuf-du-Pape,221101,2211,0,4,0.4,Pernod Ricard Sweden AB,"Nyanserad, kryddig smak med inslag av fat, skogshallon, lagerblad, peppar, björnbär, svarta oliver, jordgubbar och lavendel.",0,10,4,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2022,750,750 ml,Domaine du Vieux Lazaret Domaine du Vieux Lazaret Châteauneuf-du-Pape 2022
13.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Italien,"Rött vin, Fruktigt & Smakrikt",,['Primitivo'],False,False,False,False,False,False,True,False,False,Apulien,Salento,Glasflaska,99.0,Botter,497350,Doppio Passo,Organic Primitivo,320401,3204,0,10,1.0,The Wine Team Global AB,"Mycket fruktig smak med liten sötma, inslag av mörka körsbär, blåbär och sötlakrits.",0,7,1,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Lamm']",2020,750,750 ml,Botter Doppio Passo Organic Primitivo 2020
12.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,"['Corvinone', 'Rondinella', 'Corvina']",False,False,False,False,False,False,True,False,False,Venetien,Valpolicella,Glasflaska,119.0,Domaine Wines,1026925,Ecoltura,Valpolicella,7912501,79125,0,6,0.6,Domaine Wines Sweden AB,"Kryddig, bärig smak med inslag fat, körsbär, färska örter, skogshallon, blodapelsin, kryddor och vanilj.",0,6,4,10,,,6,0,0,"[{'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockRoughness', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fläsk', 'Fågel', 'Grönsaker']",2022,750,750 ml,Domaine Wines Ecoltura Valpolicella 2022
14.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Italien,"Rött vin, Kryddigt & Mustigt",,['Primitivo'],False,False,False,False,False,False,True,False,False,Apulien,,Glasflaska,99.0,Domaine Wines Sweden AB,1470327,Ecoltura,Appassimento,7241101,72411,0,11,1.1,Domaine Wines Sweden AB,"Kryddig, fruktig smak med inslag av mörka körsbär, kryddnejlika, russin, plommon, lagerblad och kanel.",0,9,1,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2022,750,750 ml,Domaine Wines Sweden AB Ecoltura Appassimento 2022
14.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Argentina,"Rött vin, Fruktigt & Smakrikt",Fairtrade,['Malbec'],False,False,False,True,False,False,False,False,False,North,Salta,Glasflaska,169.0,El Esteco,24460752,El Esteco,Malbec,250101,2501,0,2,0.0,Spendrups Bryggeri AB,"Fruktigt, smakrikt vin med fatkaraktär, inslag av blåbär, plommon, kakao, viol,  svartpeppar, lagerblad och viol. ",0,10,8,10,,,10,0,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2022,750,750 ml,El Esteco El Esteco Malbec 2022
14.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Italien,"Rött vin, Fruktigt & Smakrikt",,['Barbera'],False,False,False,False,False,False,False,False,False,Piemonte,Barbera d'Asti,Glasflaska,149.0,MGM S.r.l.,7635399,Enzo Bartoli,Barbera d'Asti Superiore,7960001,79600,0,5,0.5,Lively Wines Sweden AB,"Nyanserad, fruktig smak med fatkaraktär, inslag av mörka körsbär, choklad, kryddnejlika, vanilj, lavendel och plommon.",0,7,8,10,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt']",2019,750,750 ml,MGM S.r.l. Enzo Bartoli Barbera d'Asti Superiore 2019
14.5,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Italien,"Rött vin, Fruktigt & Smakrikt",,['Zinfandel'],False,False,False,False,False,False,True,False,False,Apulien,,Glasflaska,99.0,Femar Vini,728854,Epicuro,Zinfandel,232601,2326,0,8,0.8,Winepartners Nordic AB,"Mycket fruktig smak med fatkaraktär och liten sötma, inslag av mörka körsbär, mintchoklad, kryddnejlika, björnbär, lakrits, örter och vanilj.",0,8,8,9,,,7,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2022,750,750 ml,Femar Vini Epicuro Zinfandel 2022
12.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Portugal,"Rött vin, Fruktigt & Smakrikt",,['Touriga naçional'],False,False,False,False,False,False,False,False,False,Lisboa,,Glasflaska,89.0,DFJ Vinhos,1004436,Escada,Touriga Nacional,7249201,72492,0,15,1.5,Fields Wine Company AB,"Mycket fruktig smak med fatkaraktär och liten sötma, inslag av mörka körsbär, mjölkchoklad, jordgubbar, kryddor och plommon.",0,8,8,9,,,8,0,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2022,750,750 ml,DFJ Vinhos Escada Touriga Nacional 2022
14.0,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Spanien,"Rött vin, Kryddigt & Mustigt",,['Tempranillo'],False,False,False,False,False,False,False,False,False,Rioja,,Glasflaska,199.0,Faustino Martínez,1975,Faustino I,Gran Reserva,267801,2678,0,2,0.0,Philipson Söderberg AB,"Nyanserad, utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, kanel, kakao, nötter, mogna jordgubbar, dill, pomerans och vanilj.",0,9,8,9,,,9,0,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2012,750,750 ml,Faustino Martínez Faustino I Gran Reserva 2012
