alcoholPercentage,assortmentText,grapes,packagingLevel1,sugarContentGramPer100ml,supplierName,tasteClockBody,tasteClockOakFlavor,tasteClockAcidity,tasteClockTannins,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volumeText,productNumber_Artnr,productNumberShort_Varunr,Name,Producer_Name,Product_Group_Details,Headline,Actual_Price,Country,Region,origin,productId_ArtId,Units_sold
,,,,,,,,,,,,,,,9236601,92366,Rabl Gelber Muskateller Langenlois,Weingut Rudolf Rabl,White Wine,"White Wines, Grapey & Floral",135.0,"Austria, Austria",Lower Austria,Lower Austria,20465397,9710.0
,,,,,,,,,,,,,,,7508401,75084,Viticoltori Casorzo Bonarda,Cantina Sociale di Casorzo,Red Wine,Red Wines,135.0,Italian,Piedmont,Piedmont,612890,3.0
,,,,,,,,,,,,,,,235901,2359,Torre del Falasco Ripasso,Cantina Valpantena,Red Wine,Red Wines,135.0,Italian,Venetien,Valpolicella,671596,2742.0
,,,,,,,,,,,,,,,263501,2635,Piattelli Malbec,Piattelli,Red Wine,"Red Wines, Fruity & Flavorful",135.0,Argentina,Cuyo,Luján de Cuyo,29985938,16513.0
,,,,,,,,,,,,,,,5667001,56670,Karlbergs Slottsvin Rött,Badet Clément,Red Wine,Red Wines,135.0,France,France,France,25245718,113.0
13.0,available on order,[],Glass bottle,0.0,Gugensson AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5466701,54667,DAISI Rkatsiteli,Bolero & Company,White Wine,White Wines,135.0,Georgia,Georgia,Georgia,24666737,14.0
12.5,available on order,[],Glass bottle,0.0,Carovin AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,7579201,75792,Dourthe No 1 Sauvignon Blanc,Dourthe,White Wine,White Wines,135.0,France,Bordeaux,Bordeaux,12945319,87.0
,,,,,,,,,,,,,,,5791401,57914,Ojaleshi,Bolero & Company,Red Wine,Red Wines,135.0,Georgia,Georgia,Georgia,28073752,35.0
12.0,available on order,[],Glass bottle,0.0,Gugensson AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5791201,57912,Betaneli Tvishi,Bolero & Company,White Wine,White Wines,135.0,Georgia,Kakheti Region,Tsinandali,28073749,23.0
,,,,,,,,,,,,,,,5216501,52165,Rock'n Rolle Rebel,Badet Clement & Cie,Red Wine,Red Wines,135.0,France,Languedoc-Roussillon,Pays d'Oc,24603964,42.0
,,,,,,,,,,,,,,,8201101,82011,Papilles Rouge,Maison Lavau,Red Wine,Red Wines,135.0,France,Rhonedalen,Côtes du Rhône,14019890,701.0
12.5,available on order,"['Pinot noir', 'Chardonnay']",Glass bottle,0.8,Terrific Wines AB,5.0,1.0,10.0,0.0,2.0,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Skaldjur']",,750 ml,792801,7928,Gardo & Morris Brut,Gardo Morris Wines,Sparkling Wine,"Sparkling Wines, Dry",135.0,New Zealand,New Zealand,New Zealand,9810873,527.0
12.0,regular in-store stock,"['Pinot noir', 'Chardonnay']",Glass bottle,0.6,Terrific Wines AB,5.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Fågel', 'Sällskapsdryck']",,750 ml,773201,7732,Gardo & Morris Brut Rosé,Gardo Morris Wines,Sparkling Wine,"Sparkling Wines, Rosé",135.0,New Zealand,New Zealand,New Zealand,543289,14365.0
13.0,available on order,[],Glass bottle,0.0,Smaksinnet AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,5272201,52722,Chateau D'Escabes l'Orangerie,Vinovalie,Red Wine,Red Wines,135.0,France,France South-West,Gaillac,24618268,6.0
,,,,,,,,,,,,,,,2231601,22316,Pater Sangiovese,Marchesi Frescobaldi,Red Wine,Red Wines,135.0,Italian,Tuscany,Tuscany,13932,171.0
,,,,,,,,,,,,,,,5132201,51322,Lungarotti Il Pometo Pinot Grigio,Lungarotti,White Wine,White Wines,135.0,Italian,Umbrien,Umbrien,24586589,209.0
,,,,,,,,,,,,,,,5009001,50090,Mingua Tinto,Bodegas Fabregas,Red Wine,Red Wines,135.0,Spain,Spain,Spain,24556196,6.0
,,,,,,,,,,,,,,,9209501,92095,La Folle Noire d'Ambat Le Roc,Le Roc,Red Wine,"Red Wines, Fruity & Flavorful",135.0,France,France South-West,Fronton,26262589,8.0
,,,,,,,,,,,,,,,9372101,93721,Lambrusco di Sorbara Corte degli Attimi,Poderi Fiorini Soc. Agric. S.s.,Sparkling Wine,"Sparkling Wines, Rosé",135.0,Italian,Emilia-Romagna,Lambrusco di Sorbara,24697390,11386.0
,,,,,,,,,,,,,,,7709101,77091,Mistinguett Brut,Masia Vallformosa,Sparkling Wine,"Sparkling Wines, Dry",135.0,Spain,Cava,Cava,913949,99.0
,,,,,,,,,,,,,,,7058701,70587,Temjanika Aristokrat,Popova Kula,White Wine,White Wines,135.0,North Macedonia,North Macedonia,North Macedonia,18982043,132.0
13.0,regular in-store stock,['Catarratto'],lighter glass bottle,0.0,Krut & Krut AB,6.0,1.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fläsk', 'Fågel', 'Grönsaker']",2022.0,750 ml,7851401,78514,Amber One Catarratto,Rallo SpA soc. Agr,White Wine,"White Wines, Full-bodied & Flavorful",136.0,Italian,Sicilian,Sicilian,24511416,34498.0
13.5,available on order,['Chenin blanc'],Glass bottle,0.0,Sophronie Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,5963901,59639,Domaine De La Chaise Chenin Blanc L'Originelle,Domaine de la Chaise,White Wine,White Wines,136.0,France,Loire Valley,Touraine,31997784,224.0
,,,,,,,,,,,,,,,5694501,56945,Tissot & Potel La Sixième Côte Chardonnay,MICHEL TISSOT,White Wine,"White Wines, Full-bodied & Flavorful",137.0,France,Jura,Côtes du Jura,37437193,15736.0
12.0,available on order,"['Pinot blanc', 'Chardonnay']",Glass bottle,0.5,Giertz Vinimport AB,5.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Skaldjur']",,750 ml,771401,7714,Bestheim Crémant d'Alsace Brut,Bestheim,Sparkling Wine,"Sparkling Wines, Dry",137.0,France,Alsace,Alsace,735599,984.0
,,,,,,,,,,,,,,,7806301,78063,The Velvet Devil Merlot,Charles Smith Wines,Red Wine,Red Wines,137.0,USA,Washington State,Columbia Valley,852821,594.0
,,,,,,,,,,,,,,,795901,7959,Loxarel A Pèl rosé,Loxarel,Sparkling Wine,"Sparkling Wines, Rosé",137.0,Spain,Katalonien,Penedès,24655716,55692.0
14.0,available on order,"['Merlot', 'Cabernet sauvignon']",Glass bottle,0.0,VinoNovo AB,9.0,8.0,9.0,9.0,0.0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2018.0,750 ml,301301,3013,Château Tayac,Château Tayac,Red Wine,"Red Wines, Structured & Complex",137.0,France,Bordeaux,Côtes de Bourg,15917154,1272.0
,,,,,,,,,,,,,,,7766201,77662,Vigneti del Sole Prosecco,Arvid Nordquist HAB,Sparkling Wine,"Sparkling Wines, Dry",137.0,Italian,Venetien,Prosecco Treviso,22418054,401.0
,,,,,,,,,,,,,,,252901,2529,Stoneleigh Wild Valley Sauvignon Blanc,Brancott Estate,White Wine,"White Wines, Full-bodied & Flavorful",137.0,New Zealand,Marlborough,Marlborough,1147430,34016.0
,,,,,,,,,,,,,,,7566701,75667,Pluma Alvarinho Reserva,Casa Santos Lima,White Wine,White Wines,137.0,Portugal,Vinho Verde,Vinho Verde,24409430,211.0
12.5,available on order,['Treixadura'],Glass bottle,0.0,OM.DuoVin AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,5611601,56116,Deseu Treixadura,Adegas Terrae,White Wine,White Wines,137.0,Spain,Galicien,Ribeiro,35688331,11.0
,,,,,,,,,,,,,,,7954801,79548,Pousio Selection Branco,"Casa Agricola HMR, S.A.",White Wine,White Wines,137.0,Portugal,Alentejo,Alentejano,18639803,33.0
,,,,,,,,,,,,,,,7149001,71490,Stepp Riesling Pfalz,GP Winery,White Wine,White Wines,137.0,Germany,Palatinate,Palatinate,840734,120.0
,,,,,,,,,,,,,,,747001,7470,Loxarel A Pèl Classic Penedes Brut Nature Reserva,Masia can Mayols.L,Sparkling Wine,"Sparkling Wines, Dry",137.0,Spain,Katalonien,Penedès,13430272,362562.0
,,,,,,,,,,,,,,,7814101,78141,Eve Chardonnay,Charles Smith Wines,White Wine,White Wines,137.0,USA,Washington State,Washington State,858231,278.0
,,,,,,,,,,,,,,,7959401,79594,Pousio Selection Tinto,"Casa Agricola HMR, S.A.",Red Wine,Red Wines,137.0,Portugal,Alentejo,Alentejano,18639775,36.0
,,,,,,,,,,,,,,,9018501,90185,"La Oveja Bianco Natural, Santa Julia",Bodega Santa Julia,White Wine,White Wines,138.0,Argentina,Cuyo,Mendoza,30158370,1256.0
13.5,available on order,['Alvarinho'],Glass bottle,0.0,Vänersborgs Vinagentur AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,7042001,70420,Casa de Vila Boa Alvarinho,Casa de Vila Boa,White Wine,White Wines,138.0,Portugal,Vinho Verde,Minho,973218,17.0
,,,,,,,,,,,,,,,7842001,78420,Mold Riesling Klassik,Weingut Fichtenbauer-Mold,White Wine,White Wines,138.0,"Austria, Austria",Lower Austria,Kamptal,1193974,9.0
,,,,,,,,,,,,,,,9064101,90641,La Mantis Bodega Santa Julia,Bodega Santa Julia,Sparkling Wine,Sparkling Wines,138.0,Argentina,Cuyo,Mendoza,30652792,598.0
,,,,,,,,,,,,,,,5261701,52617,Agoreira,Adegas Terrae,White Wine,White Wines,138.0,Spain,Galicien,Valdeorras,24614804,15.0
,,,,,,,,,,,,,,,9046401,90464,El Burro Malbec Natural,Bodega Santa Julia,Red Wine,"Red Wines, Fruity & Flavorful",138.0,Argentina,Cuyo,Mendoza,29800873,5254.0
,,,,,,,,,,,,,,,5594801,55948,Quinta da Mimosa,Casa Ermelinda Freitas,Red Wine,"Red Wines, Fruity & Flavorful",138.0,Portugal,Lands of the Sado,Palmela,24695548,1145.0
,,,,,,,,,,,,,,,9114001,91140,Lambrusco del Fondatore,Cleto Chiarli Società Agricola,Red Wine,"Red Wines, Soft & Berry-like",138.0,Italian,Emilia-Romagna,Lambrusco di Sorbara,24555227,14895.0
,,,,,,,,,,,,,,,7241801,72418,Signature des Princes Côtes du Rhône,Sas Lavau,Red Wine,Red Wines,138.0,France,Rhonedalen,Côtes du Rhône,40600109,1.0
,,,,,,,,,,,,,,,1250701,12507,Vila Santa Reserva,João Portugal Ramos,Red Wine,Red Wines,139.0,Portugal,Alentejo,Alentejano,11560,1118.0
,,,,,,,,,,,,,,,2650701,26507,Woodbridge by Robert Mondavi Zinfandel,Robert Mondavi,Red Wine,Red Wines,139.0,USA,California,California,16590,368.0
,,,,,,,,,,,,,,,5557101,55571,Amasole Barbera d'Alba,Contemporary Wines AB,Red Wine,"Red Wines, Fruity & Flavorful",139.0,Italian,Piedmont,Barbera d'Alba,24688478,254.0
,,,,,,,,,,,,,,,5300701,53007,Terroir Sauvage Rouge,The Company of Urban wines And Other Liquids Sweden AB,Red Wine,"Red Wines, Fruity & Flavorful",139.0,France,France,France,24626538,612.0
13.0,available on order,[],Glass bottle,0.0,Berners Mat och Vinklubb AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,5725301,57253,Cavaliere d'Oro Chianti,Castello di Gabbiano,Red Wine,Red Wines,139.0,Italian,Tuscany,Chianti,27045249,285.0
,,,,,,,,,,,,,,,7389601,73896,Mandrarossa Nero d'Avola Costadune,Cantine Settesoli,Red Wine,Red Wines,139.0,Italian,Sicilian,Sicilian,15355454,181.0
,,,,,,,,,,,,,,,7315501,73155,Mandrarossa Grillo Costadune,Cantine Settesoli,White Wine,White Wines,139.0,Italian,Sicilian,Sicilian,15355455,434.0
,,,,,,,,,,,,,,,7497001,74970,Amasole Valpolicella Ripasso Superiore,Cottini SPA,Red Wine,Red Wines,139.0,Italian,Venetien,Valpolicella Ripasso,1019072,6.0
,,,,,,,,,,,,,,,562101,5621,Laroche Bourgogne Réserve,Domaine Laroche,White Wine,"White Wines, Full-bodied & Flavorful",139.0,France,Burgundy,Burgundy,20026,66144.0
,,,,,,,,,,,,,,,7481901,74819,Honoro Vera Organic Monastrell,Bodegas Juan Gil,Red Wine,Red Wines,139.0,Spain,Murcia,Jumilla,9190496,688.0
,,,,,,,,,,,,,,,7076401,70764,Muscadet Sèvre-et-Maine Sur Lie Calvet,Calvet,White Wine,White Wines,139.0,France,Loire Valley,Muscadet Sèvre et Maine sur lie,14994103,104.0
13.0,regular in-store stock,['Pinot noir'],lighter glass bottle,0.0,Giertz Vinimport AB,4.0,1.0,10.0,4.0,0.0,"[{'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockRoughness', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Buffémat', 'Fisk', 'Fläsk', 'Fågel']",2023.0,750 ml,547501,5475,Bourgogne Rouge Pinot Noir Labouré-Roi,Labouré-Roi,Red Wine,"Red Wines, Soft & Berry-like",139.0,France,Burgundy,Burgundy,3042,214600.0
,,,,,,,,,,,,,,,756701,7567,Rotari Brut Riserva,Mezzacorona,Sparkling Wine,"Sparkling Wines, Dry",139.0,Italian,Trentino-Alto Adige,Trento,9349,157092.0
,,,,,,,,,,,,,,,5308101,53081,Tenuta Rapitalà Alto Reale Nero d'Avola,Tenuta Rapitalà,Red Wine,Red Wines,139.0,Italian,Sicilian,Sicilian,24627537,185.0
,,,,,,,,,,,,,,,5029301,50293,Vinâ Olabarri Crianza,Viña Olabarri,Red Wine,Red Wines,139.0,Spain,Rioja,Rioja,33192672,51.0
,,,,,,,,,,,,,,,209301,2093,Saint Clair Riesling,Saint Clair Family Estate,White Wine,"White Wines, Fresh & Fruity",139.0,New Zealand,Marlborough,Marlborough,37224612,1881.0
,,,,,,,,,,,,,,,7978401,79784,Parker Favourite Son Carbernet Sauvignon,Parker Coonwarra Estate,Red Wine,Red Wines,139.0,Australia,South Australia,Coonawarra,24423322,32.0
,,,,,,,,,,,,,,,5728901,57289,Robert Weil Junior Spätburgunder Unique,Weingut Robert Weil,Red Wine,Red Wines,139.0,Germany,Rheinhessen,Rheinhessen,27206003,126.0
,,,,,,,,,,,,,,,204801,2048,Pepperjack Grenache,Pepperjack Wines,Red Wine,"Red Wines, Fruity & Flavorful",139.0,Australia,South Australia,McLaren Vale,24598036,5792.0
,,,,,,,,,,,,,,,7022201,70222,Van Ardi Kangon,Van Ardi,White Wine,White Wines,139.0,Armenien,Armenien,Armenien,24700940,24.0
,,,,,,,,,,,,,,,7147301,71473,Terre Magre Sauvignon,Vinicola Martellozzo,White Wine,White Wines,139.0,Italian,Friuli-Venezia-Giulia,Friuli-Venezia-Giulia,24530405,50.0
,,,,,,,,,,,,,,,7763801,77638,Piera Terre Magre Cabernet Franc,Piera Martellozzo,Red Wine,Red Wines,139.0,Italian,Friuli-Venezia-Giulia,Friuli-Venezia-Giulia,24530416,30.0
,,,,,,,,,,,,,,,5113701,51137,Tollo Pecorino Terre di Chieti,Cantine Tollo sca,White Wine,White Wines,139.0,Italian,Abruzzerna,Terre di Chieti,24579353,99.0
,,,,,,,,,,,,,,,5800101,58001,Stellenbosch Reserve Moederkerk Chardonnay,The Stellenbosch Reserve,White Wine,White Wines,139.0,South Africa,Western Cape,Stellenbosch,28183613,283.0
13.0,available on order,[],Glass bottle,0.0,Ward Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,5060601,50606,Danie de Wet Chardonnay Pinot Noir,De Wetshof Estate,White Wine,White Wines,139.0,South Africa,Western Cape,Robertson,29668286,299.0
,,,,,,,,,,,,,,,5359201,53592,Mandrarossa Fiano Cantine Settesoli,Cantine Settesoli,White Wine,White Wines,139.0,Italian,Sicilian,Sicilian,33437357,45.0
,,,,,,,,,,,,,,,793301,7933,Michelle Brut,Domaine Ste Michelle,Sparkling Wine,"Sparkling Wines, Dry",139.0,USA,Washington State,Columbia Valley,14074347,2.0
13.5,available on order,['Syrah'],Glass bottle,0.3,Vinunic AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,466001,4660,Chateau Ste Michelle Syrah,Chateau Ste Michelle,Red Wine,Red Wines,139.0,USA,Washington State,Columbia Valley,14074400,383.0
,,,,,,,,,,,,,,,231301,2313,Prugneto Sangiovese Superiore,Poderi dal Nespoli,Red Wine,Red Wines,139.0,Italian,Emilia-Romagna,Romagna,994151,471.0
,,,,,,,,,,,,,,,5300001,53000,Millesgården Bell’Ovile Rött,Masi Agricola,Red Wine,Red Wines,139.0,Italian,Tuscany,Tuscany,24626115,125.0
14.5,available on order,['Zinfandel'],Glass bottle,0.0,VCT Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,7482401,74824,1000 Stories Bourbon Barrel Aged Zinfandel,1000 Stories Vineyards,Red Wine,Red Wines,139.0,USA,California,California,8432921,1652.0
12.5,regular in-store stock,['Chardonnay'],lighter glass bottle,0.0,Johan Lidby Vinhandel AB,5.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Grönsaker', 'Skaldjur']",2022.0,750 ml,568801,5688,Bourgogne Blanc Jurassique J M Brocard,J M Brocard,White Wine,"White Wines, Fresh & Fruity",139.0,France,Burgundy,Burgundy,24640,28511.0
13.5,regular in-store stock,"['Molinara', 'Corvina', 'Rondinella']",Glass bottle,0.0,Domaine Wines Sweden AB,8.0,4.0,10.0,8.0,0.0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt']",2019.0,750 ml,2232001,22320,Bolla Le Poiane Ripasso,Bolla,Red Wine,"Red Wines, Spicy & Robust",139.0,Italian,Venetien,Valpolicella Classico Superiore,30148,89019.0
,,,,,,,,,,,,,,,5519201,55192,Valpolicella Classico Organic,SPERI Viticoltori S.S.,Red Wine,Red Wines,139.0,Italian,Venetien,Valpolicella,24678318,49.0
,,,,,,,,,,,,,,,5247801,52478,Tareq Taylor Pinot Noir,Henkell-Freixenet Sweden AB,Red Wine,"Red Wines, Soft & Berry-like",139.0,France,France,France,34525453,21298.0
,,,,,,,,,,,,,,,8137701,81377,Hoffmann Simon Riesling Blauschiefer Trocken,Weingut Hoffmann-Simon,White Wine,White Wines,139.0,Germany,Mosel,Mosel,24546539,87.0
14.5,available on order,[],Glass bottle,1.4,Treasury Wine Estates Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,7015701,70157,19 Crimes The Uprising,19 Crimes,Red Wine,Red Wines,139.0,Australia,South Eastern Australia,South Eastern Australia,13955362,1038.0
11.0,available on order,[],Glass bottle,0.0,The Wine and Spirits Collective Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,8135201,81352,Casa Canevel Prosecco Brut,Canevel Spumanti,Sparkling Wine,"Sparkling Wines, Dry",139.0,Italian,Venetien,Prosecco,14019892,298.0
,,,,,,,,,,,,,,,5323701,53237,Bolla Tufaie Soave Superiore Classico,Bolla,White Wine,White Wines,139.0,Italian,Venetien,Soave Superiore,24630571,293.0
,,,,,,,,,,,,,,,5309801,53098,Terroir Sauvage Blanc,The Company of Urban wines And Other Liquids Sweden AB,White Wine,"White Wines, Fresh & Fruity",139.0,France,France,France,24627962,10581.0
13.0,available on order,['Gamay'],Glass bottle,0.0,Tryffelsvinet AB,5.0,4.0,9.0,5.0,0.0,"[{'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Fläsk', 'Fågel', 'Grönsaker']",2021.0,750 ml,229301,2293,Brouilly Château de Pierreux,Château de Pierreux,Red Wine,"Red Wines, Soft & Berry-like",139.0,France,Burgundy,Brouilly,967020,23381.0
,,,,,,,,,,,,,,,5140101,51401,Mythique Caractère d'Altitude Corbières,Cordier,Red Wine,Red Wines,139.0,France,Languedoc-Roussillon,Corbières,35898796,43.0
,,,,,,,,,,,,,,,9280901,92809,La Xara Garnacha,Bodegas y Viñedos Ponce,Red Wine,"Red Wines, Soft & Berry-like",139.0,Spain,Kastilien-La Mancha,Manchuela,24400276,-1.0
,,,,,,,,,,,,,,,5626601,56266,La Cuvée Mythique,Cordier,White Wine,White Wines,139.0,France,Languedoc-Roussillon,Pays d'Oc,35898799,10.0
,,,,,,,,,,,,,,,5071401,50714,La Cuvée Mythique,,Red Wine,Red Wines,139.0,France,Languedoc-Roussillon,Pays d'Oc,35898817,32.0
,,,,,,,,,,,,,,,5568701,55687,Vespamaro,Futura 14,Red Wine,Red Wines,139.0,Italian,Apulia,Apulia,24691562,18.0
11.5,regular in-store stock,['Riesling'],lighter glass bottle,0.5,The Wine and Spirits Collective Sweden AB,4.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Grönsaker', 'Skaldjur']",2022.0,750 ml,229401,2294,Dreissigacker Riesling Organic Trocken,Weingut Dreissigacker,White Wine,"White Wines, Fresh & Fruity",139.0,Germany,Rheinhessen,Rheinhessen,967422,74514.0
,,,,,,,,,,,,,,,7282501,72825,Laudum Nature Monastrell Old Vines,Bocopa,Red Wine,Red Wines,139.0,Spain,Valencia,Alicante,1094036,38.0
,,,,,,,,,,,,,,,5831401,58314,Lundén Riesling,Lundén & Cie,White Wine,White Wines,139.0,Germany,Rheingau,Rheingau,28897956,362.0
,,,,,,,,,,,,,,,5305301,53053,Piano Maltese Terre Siciliane,Tenute Rapitalà,White Wine,White Wines,139.0,Italian,Sicilian,Terre Siciliane,24627291,97.0
,,,,,,,,,,,,,,,5746701,57467,Integrale Frizzante Pet Nat Bianco,Integrale,Sparkling Wine,"Sparkling Wines, Dry",139.0,Italian,Italian,Italian,27365640,844.0
11.5,available on order,[],Glass bottle,0.0,Rewine AB,5.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Skaldjur']",,750 ml,5321401,53214,Art Cava Brut Nature Organic,Pago de Tharsys,Sparkling Wine,"Sparkling Wines, Dry",139.0,Spain,Cava,Cava,24631751,1225.0
11.5,available on order,['Macabeo'],Glass bottle,0.0,Rewine AB,5.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Skaldjur']",,750 ml,5710001,57100,Anderssons Cava Brut Nature Organic,Pago de Tharsys,Sparkling Wine,"Sparkling Wines, Dry",139.0,Spain,Cava,Cava,26383339,2005.0
,,,,,,,,,,,,,,,295001,2950,Jonty's Ducks Pekin White,Avondale,White Wine,White Wines,139.0,South Africa,Western Cape,Paarl,928785,1385.0
,,,,,,,,,,,,,,,5871701,58717,Promessa,Domeniile Sahateni,Red Wine,Red Wines,139.0,Romania,Muntenie et Oltenie,Dealul Mare,30183941,314.0
,,,,,,,,,,,,,,,5066001,50660,Kloster Eberbach Pinot Noir Trocken,Kloster Eberbach,Red Wine,Red Wines,139.0,Germany,Rheingau,Rheingau,24570822,615.0
,,,,,,,,,,,,,,,5713701,57137,Leyda Single Vineyard Las Brisas,Viña Leyda,Red Wine,"Red Wines, Spicy & Robust",139.0,Chile,Aconcagua,Valle de Leyda,26400941,2201.0
13.5,available on order,[],Glass bottle,1.3,Treasury Wine Estates Sweden AB,8.0,8.0,8.0,7.0,0.0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 8}]","['Lamm', 'Nöt']",2020.0,750 ml,7002101,70021,19 Crimes The Banished Dark Red,19 Crimes,Red Wine,"Red Wines, Fruity & Flavorful",139.0,Australia,South Eastern Australia,South Eastern Australia,13955353,1300.0
,,,,,,,,,,,,,,,224301,2243,Jonty's Ducks Pekin Red,Avondale,Red Wine,"Red Wines, Spicy & Robust",139.0,South Africa,Western Cape,Paarl,7378210,32128.0
,,,,,,,,,,,,,,,7225201,72252,Château Bonnet Rouge,André Lurton,Red Wine,Red Wines,139.0,France,Bordeaux,Bordeaux,22771465,119.0
12.0,available on order,[],Glass bottle,0.0,Henkell Freixenet Nordic AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,8847401,88474,Freixenet Vintage Brut,Freixenet,Sparkling Wine,"Sparkling Wines, Dry",139.0,Spain,Cava,Cava,49218,226.0
,,,,,,,,,,,,,,,8868401,88684,Two Vines Syrah,Columbia Crest Winery,Red Wine,Red Wines,139.0,USA,Washington State,Washington State,51136,97.0
,,,,,,,,,,,,,,,5590901,55909,Domaine Andre-Berthet-Rayne M&A Côtes du Rhône Village,Domaine Berthet-Rayne,White Wine,White Wines,139.0,France,Rhonedalen,Côtes du Rhône,24694339,33.0
,,,,,,,,,,,,,,,8554701,85547,Tommasi Le Volpare Soave,Tommasi Viticoltori,White Wine,White Wines,139.0,Italian,Venetien,Soave Classico,178363,163.0
13.5,available on order,[],Glass bottle,0.0,Wine Affair Scandinavia AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,8918601,89186,Alamos Chardonnay,Alamos,White Wine,White Wines,139.0,Argentina,Cuyo,Mendoza,181531,69.0
,,,,,,,,,,,,,,,302401,3024,País Viejo Bouchon,Viña Bouchon,Red Wine,"Red Wines, Soft & Berry-like",139.0,Chile,Central Valley,Maule,34855116,4550.0
,,,,,,,,,,,,,,,7870401,78704,Rèmole Rosso Toscana,Rèmole,Red Wine,Red Wines,139.0,Italian,Tuscany,Tuscany,24454547,98.0
